"","i","j","x"
"162",118,23,-2.62711133591812
"163",3,24,-1.77005129276563
"164",24,24,5.67503066880312
"165",33,24,-2.26512393519109
"166",126,24,-0.728233898632616
"167",137,24,-0.911621542213796
"168",25,25,8.44578853963077
"169",34,25,-1.03208885950482
"170",63,25,-4.77384741279401
"171",96,25,-0.0271947433544923
"172",106,25,-2.01306189384029
"173",200,25,-0.599595630137158
"174",26,26,5.10253189602965
"175",32,26,-0.451336526229597
"176",125,26,-0.39233289396146
"177",160,26,-0.496751325791767
"178",174,26,-1.03153228528607
"179",179,26,-2.73057886476076
"180",27,27,12.6185042806363
"181",70,27,-0.344822381934078
"182",84,27,-0.231059204564061
"183",129,27,-0.518590873712327
"184",130,27,-0.7965296654169
"185",131,27,-8.24085353954689
"186",159,27,-2.48664861546202
"187",18,28,-0.594048238540333
"188",28,28,4.85948315750026
"189",35,28,-0.082383160679682
"190",100,28,-1.64423418551074
"191",107,28,-1.33066520460524
"192",119,28,-1.12958589881908
"193",123,28,-0.0785664693451849
"194",29,29,5.21244552767998
"195",46,29,-2.58599998553437
"196",69,29,-0.483498813841766
"197",103,29,-0.571951437126157
"198",144,29,-0.64573076518642
"199",145,29,-0.925264525991271
"200",4,30,-8.69341299867131
"201",30,30,11.0270530298256
"202",53,30,-0.856301869514343
"203",62,30,-0.0821198797699861
"204",111,30,-1.27950128891386
"205",154,30,-0.115716992956057
"206",1,31,-0.738153533684642
"207",11,31,-0.396266245691028
"208",31,31,4.70415257249313
"209",53,31,-0.295498460923261
"210",101,31,-1.06936128266421
"211",111,31,-1.84013244902727
"212",141,31,-0.0282149245129301
"213",188,31,-0.336525675989798
"214",14,32,-0.638794351555972
"215",26,32,-0.451336526229597
"216",32,32,4.17056508405561
"217",125,32,-1.36242948026132
"218",142,32,-0.755746016694575
"219",159,32,-0.136559836596446
"220",160,32,-0.825698872717697
"221",3,33,-0.425477054943719
"222",24,33,-2.26512393519109
"223",33,33,6.98136588592378
"224",42,33,-0.387877997237062
"225",126,33,-0.461589381459664
"226",149,33,-3.44129751709225
"227",0,34,-5.41184402988526
"228",25,34,-1.03208885950482
"229",34,34,16.5061167008299
"230",96,34,-9.69757634935932
"231",200,34,-0.364607462080505
"232",22,35,-0.657428053861126
"233",23,35,-1.12907974705262
"234",28,35,-0.082383160679682
"235",35,35,4.230402459
"236",100,35,-0.754874344939749
"237",123,35,-1.60663715246682
"238",36,36,8.13033130469466
"239",65,36,-2.43080896087464
"240",74,36,-0.020446033918883
"241",143,36,-0.958752069477165
"242",191,36,-4.72032424042398
"243",14,37,-0.163558408921488
"244",37,37,27.6578868961288
"245",155,37,-23.7818673009405
"246",160,37,-1.32137990962617
"247",179,37,-1.95879748960026
"248",212,37,-0.432283787040338
"249",38,38,4.54246033940601
"250",46,38,-0.032312706454871
"251",60,38,-0.555716592445523
"252",61,38,-0.265111448061457
"253",67,38,-0.305821202764535
"254",72,38,-0.782422227092157
"255",138,38,-0.296010794702432
"256",164,38,-0.433803352390405
"257",184,38,-1.87126201549463
"258",20,39,-0.199973667521589
"259",39,39,3.70435751825496
"260",93,39,-0.424405764363444
"261",113,39,-0.849733674296165
"262",132,39,-0.311747511910824
"263",169,39,-1.03287854349924
"264",171,39,-0.490277164217906
"265",176,39,-0.39534119244579
"266",40,40,5.77568939306673
"267",42,40,-0.438236724845555
"268",76,40,-2.75523732072798
"269",77,40,-1.87205473840671
"270",82,40,-0.710160609086488
"271",2,41,-0.0343354066484208
"272",41,41,5.03430783444189
"273",77,41,-1.82572319748864
"274",82,41,-0.231040223031414
"275",94,41,-1.4018105408015
"276",114,41,-1.54139846647192
"277",3,42,-0.387908532598775
"278",33,42,-0.387877997237062
"279",40,42,-0.438236724845555
"280",42,42,3.97033073222993
"281",75,42,-0.0976838132630537
"282",76,42,-1.07404676991728
"283",77,42,-0.0638826746935095
"284",78,42,-0.117165378461976
"285",89,42,-1.16840064179387
"286",114,42,-0.170929353696426
"287",149,42,-0.0376520935273067
"288",150,42,-0.0265467521951044
"289",43,43,4.25379815589972
"290",56,43,-0.805659800236408
"291",124,43,-0.382346535114526
"292",153,43,-0.142636212667064
"293",154,43,-0.490657127431278
"294",183,43,-1.50703270885082
"295",198,43,-0.487427542764602
"296",199,43,-0.438038228835017
"297",11,44,-2.59175804463071
"298",44,44,6.41839017475655
"299",141,44,-1.66692523979918
"300",189,44,-2.15970689032665
"301",45,45,6.25139686210124
"302",88,45,-0.626441895731188
"303",97,45,-2.79849128589711
"304",99,45,-2.28139032638688
"305",112,45,-0.134240598694675
"306",146,45,-0.304760959468056
"307",152,45,-0.102441368892235
"308",190,45,-0.00363042703109467
"309",29,46,-2.58599998553437
"310",38,46,-0.032312706454871
"311",46,46,5.35821171675385
"312",67,46,-0.342087409738664
"313",69,46,-0.625163716929394
"314",145,46,-0.758926521973081
"315",184,46,-1.01372137612347
"316",12,47,-0.897035347618261
"317",47,47,5.90582091732794
"318",63,47,-0.302338721703354
"319",66,47,-3.00399225678824
"320",98,47,-1.54065121942029
"321",108,47,-0.0396299214763155
"322",173,47,-0.122173450321472
"323",9,48,-9.25136382887173
"324",48,48,16.3369112085026
"325",83,48,-0.435762061524824
"326",127,48,-4.06250597755247
"327",192,48,-1.98530853741972
"328",195,48,-0.349923145279807
"329",201,48,-0.107414387163848
"330",202,48,-0.144633270690185
"331",49,49,11.7703292799586
"332",50,49,-0.0299440127690599
"333",52,49,-0.0195761934287644
"334",102,49,-0.151108953629523
"335",109,49,-7.55069626343688
"336",133,49,-0.197421351597656
"337",139,49,-2.45018464201704
"338",196,49,-1.37139786307972
"339",49,50,-0.0299440127690599
"340",50,50,6.96264029410231
"341",52,50,-4.33444183468672
"342",133,50,-1.68687648766554
"343",151,50,-0.911377958981
"344",51,51,5.24522471851264
"345",97,51,-2.50539245046245
"346",112,51,-0.0912789324738522
"347",141,51,-1.55496142652871
"348",146,51,-0.25180039974994
"349",189,51,-0.841791509297681
"350",16,52,-0.968688229601497
"351",49,52,-0.0195761934287644
"352",50,52,-4.33444183468672
"353",52,52,7.03917060605105
"354",109,52,-0.778339875791694
"355",151,52,-0.495827760831516
"356",157,52,-0.349247323201731
"357",170,52,-0.0930493885091296
"358",5,53,-1.33286051489454
"359",30,53,-0.856301869514343
"360",31,53,-0.295498460923261
"361",53,53,4.15452777938726
"362",62,53,-0.207243200128852
"363",86,53,-0.145507578028453
"364",111,53,-0.633530383576146
"365",182,53,-0.207344324169399
"366",188,53,-0.476241448152261
"367",54,54,6.65540091797604
"368",83,54,-3.54032981060737
"369",105,54,-0.348306817296388
"370",195,54,-1.56187676863658
"371",198,54,-0.908248844739325
"372",203,54,-0.190708494883694
"373",204,54,-0.105930181812689
"374",16,55,-7.6295933750422
"375",55,55,15.8727182405592
"376",136,55,-3.02332310261107
"377",157,55,-4.89287158887839
"378",213,55,-0.326930174027596
"379",43,56,-0.805659800236408
"380",56,56,10.9779795028856
"381",124,56,-2.13133821856875
"382",198,56,-8.04098148408043
"383",20,57,-0.315350962916951
"384",57,57,9.83426360859592
"385",59,57,-1.59711370923532
"386",113,57,-0.972096369264115
"387",121,57,-3.49526192369903
"388",172,57,-1.41895733378944
"389",176,57,-0.941914070972448
"390",194,57,-0.0346806945792061
"391",208,57,-0.933381622821192
"392",209,57,-0.125506921318215
"393",58,58,5.76227333128165
"394",65,58,-0.0418945485792031
"395",102,58,-0.183166508631742
"396",134,58,-2.42088647930063
"397",139,58,-0.0701233413209192
"398",142,58,-0.0331245046219618
"399",161,58,-0.0255474055035882
"400",162,58,-1.31267028322034
"401",174,58,-0.672634038963356
"402",191,58,-1.0022262211399
"403",57,59,-1.59711370923532
"404",59,59,6.27360230733155
"405",85,59,-0.000622873571818811
"406",100,59,-0.151241996476552
"407",119,59,-0.729026311422559
"408",167,59,-1.64468700392112
"409",172,59,-0.489170800552784
"410",208,59,-1.6617396121514
"411",21,60,-1.25898319706311
"412",38,60,-0.555716592445523
"413",60,60,5.49188350049452
"414",61,60,-2.53698182925964
"415",67,60,-1.00690590980301
"416",94,60,-0.133295971923234
"417",38,61,-0.265111448061457
"418",60,61,-2.53698182925964
"419",61,61,4.93782137615662
"420",86,61,-0.996048183337665
"421",94,61,-0.0399437577319024
"422",138,61,-0.180806735225226
"423",182,61,-0.918929422540729
"424",4,62,-0.249861268472031
"425",5,62,-0.91845937798542
"426",15,62,-0.20140400743046
"427",30,62,-0.0821198797699861
"428",53,62,-0.207243200128852
"429",62,62,4.15966816381618
"430",87,62,-0.0737801146502435
"431",105,62,-0.0781068795028134
"432",138,62,-0.345786119117153
"433",153,62,-0.960007013859386
"434",183,62,-1.04290030289984
"435",12,63,-0.13765394092409
"436",25,63,-4.77384741279401
"437",47,63,-0.302338721703354
"438",63,63,7.89689641657428
"439",96,63,-0.155666577374569
"440",106,63,-0.297632133109421
"441",122,63,-0.0257850083058536
"442",173,63,-2.20397262236298
"443",13,64,-0.336231567386152
"444",64,64,6.61348184042841
"445",66,64,-1.87517512965476
"446",108,64,-0.164609725526789
"447",157,64,-0.14826038525577
"448",163,64,-2.56171889814884
"449",170,64,-1.5274861344561
"450",36,65,-2.43080896087464
"451",58,65,-0.0418945485792031
"452",65,65,7.150068906774
"453",74,65,-1.69237031291849
"454",129,65,-0.0600666276184238
"455",142,65,-0.872243352222847
"456",191,65,-2.05268510456039
"457",47,66,-3.00399225678824
"458",64,66,-1.87517512965476
"459",66,66,6.26620660997745
"460",98,66,-0.565019834165257
"461",108,66,-0.0190429517432879
"462",136,66,-0.462682292464254
"463",157,66,-0.340294145161641
"464",21,67,-2.08669732818674
"465",38,67,-0.305821202764535
"466",46,67,-0.342087409738664
"467",60,67,-1.00690590980301
"468",67,67,5.76641517024363
"469",69,67,-0.223978051049119
"470",75,67,-0.115309790305119
"471",82,67,-1.68561547839644
"472",22,68,-0.955511510139049
"473",23,68,-0.0728866226861117
"474",68,68,5.39938523069116
"475",117,68,-1.06424973364236
"476",118,68,-1.26354642515684
"477",135,68,-1.88648639154948
"478",205,68,-0.156704547517324
"479",29,69,-0.483498813841766
"480",46,69,-0.625163716929394
"481",67,69,-0.223978051049119
"482",69,69,7.27463563118369
"483",71,69,-4.99269656272842
"484",75,69,-0.605322555046885
"485",144,69,-0.218358411524809
"486",175,69,-0.125617520063296
"487",27,70,-0.344822381934078
"488",70,70,7.49415762589405
"489",84,70,-0.0388613127107311
"490",113,70,-1.01334583435036
"491",130,70,-0.98856752330296
"492",148,70,-1.87817905107499
"493",169,70,-3.19060717033695
"494",209,70,-0.039774352183984
"495",13,71,-0.12606480062107
"496",19,71,-0.0625175056593403
"497",69,71,-4.99269656272842
"498",71,71,7.58856862051478
"499",75,71,-0.646253822658842
"500",104,71,-0.765722916454574
"501",175,71,-0.995313012392528
"502",38,72,-0.782422227092157
"503",72,72,4.66095951688172
"504",91,72,-2.03578875233838
"505",95,72,-0.687741114253652
"506",138,72,-0.0536891127497153
"507",156,72,-0.723266760015674
"508",164,72,-0.378051550432138
"509",73,73,5.18998651577396
"510",81,73,-2.04570109914663
"511",161,73,-1.31112316279264
"512",178,73,-1.29182741957937
"513",193,73,-0.524345022807497
"514",197,73,-0.0169898114478262
"515",36,74,-0.020446033918883
"516",65,74,-1.69237031291849
"517",74,74,4.61197784278008
"518",79,74,-0.38732083201814
"519",116,74,-0.347108442876762
"520",129,74,-0.350207064244068
"521",143,74,-0.11558582612021
"522",186,74,-1.69893933068352
"523",13,75,-0.454066002185264
"524",42,75,-0.0976838132630537
"525",67,75,-0.115309790305119
"526",69,75,-0.605322555046885
"527",71,75,-0.646253822658842
"528",75,75,4.13669877902387
"529",76,75,-1.50777990787178
"530",82,75,-0.0776206189323205
"531",89,75,-0.632662268760599
"532",40,76,-2.75523732072798
"533",42,76,-1.07404676991728
"534",75,76,-1.50777990787178
"535",76,76,5.62443033243866
"536",82,76,-0.287366333921611
"537",40,77,-1.87205473840671
"538",41,77,-1.82572319748864
"539",42,77,-0.0638826746935095
"540",77,77,5.26315722855051
"541",82,77,-0.496013945239142
"542",114,77,-1.00548267272252
"543",2,78,-0.643592528227773
"544",42,78,-0.117165378461976
"545",78,78,4.52825455578459
"546",114,78,-1.97343041247366
"547",147,78,-0.650742995749887
"548",149,78,-1.14332324087129
"549",74,79,-0.38732083201814
"550",79,79,7.27922135102671
"551",81,79,-1.11240755317366
"552",116,79,-0.469130951138124
"553",143,79,-5.12021918770351
"554",161,79,-0.190142826993268
"555",2,80,-0.514934547326931
"556",17,80,-0.573234856297796
"557",80,80,5.1752539503589
"558",94,80,-0.169504109396981
"559",112,80,-0.998308323097667
"560",158,80,-2.85463912008062
"561",166,80,-0.0646329941589031
"562",73,81,-2.04570109914663
"563",79,81,-1.11240755317366
"564",81,81,5.21869605288779
"565",116,81,-1.47097302770621
"566",161,81,-0.42767655628373
"567",193,81,-0.161937816577562
"568",21,82,-1.96447212578738
"569",40,82,-0.710160609086488
"570",41,82,-0.231040223031414
"571",67,82,-1.68561547839644
"572",75,82,-0.0776206189323205
"573",76,82,-0.287366333921611
"574",77,82,-0.496013945239142
"575",82,82,5.61990923721822
"576",94,82,-0.167619902823424
"577",48,83,-0.435762061524824
"578",54,83,-3.54032981060737
"579",83,83,7.48784679392444
"580",195,83,-1.92257315288493
"581",202,83,-1.02723696910255
"582",203,83,-0.561944799804766
"583",27,84,-0.231059204564061
"584",70,84,-0.0388613127107311
"585",84,84,6.19042390409285
"586",90,84,-0.747996193914414
"587",131,84,-0.215311442573083
"588",168,84,-3.30660738049383
"589",209,84,-0.78530522764506
"590",210,84,-0.724797503711615
"591",211,84,-0.140485638480053
"592",23,85,-0.423377831962086
"593",59,85,-0.000622873571818811
"594",85,85,4.56392461256585
"595",100,85,-0.33423248772413
"596",118,85,-1.7917049972561
"597",205,85,-0.235326053952742
"598",206,85,-0.643593831036955
"599",207,85,-0.617375985403176
"600",208,85,-0.517690551658844
"601",17,86,-1.67970121579195
"602",53,86,-0.145507578028453
"603",61,86,-0.996048183337665
"604",86,86,4.69075807364477
"605",94,86,-0.385964098432191
"606",166,86,-0.921026399800492
"607",182,86,-0.432802424842757
"608",188,86,-0.129708173411259
"609",15,87,-1.27532603232621
"610",62,87,-0.0737801146502435
"611",87,87,5.86429660363197
"612",91,87,-2.53242785420674
"613",138,87,-1.98276260244877
"614",45,88,-0.626441895731188
"615",88,88,26.5795050732277
"616",99,88,-1.25243980934344
"617",158,88,-0.301179455853708
"618",190,88,-0.303202280538353
"619",197,88,-24.096241631761
"620",7,89,-0.67873543853997
"621",13,89,-0.137195743935392
"622",42,89,-1.16840064179387
"623",75,89,-0.632662268760599
"624",89,89,5.71386057631873
"625",92,89,-1.02790920718756
"626",150,89,-2.06895727610134
"627",14,90,-0.12645957247169
"628",84,90,-0.747996193914414
"629",90,90,5.49199763609184
"630",168,90,-0.62464802381269
"631",181,90,-3.17398313937493
"632",211,90,-0.509419434080259
"633",212,90,-0.309491272437856
"634",15,91,-0.154661013017274
"635",72,91,-2.03578875233838
"636",87,91,-2.53242785420674
"637",91,91,5.8167984581423
"638",138,91,-0.00214080010836237
"639",156,91,-1.09178003847154
"640",7,92,-1.45822316116011
"641",13,92,-0.246489709063972
"642",89,92,-1.02790920718756
"643",92,92,5.66140131476388
"644",110,92,-1.01691686806523
"645",163,92,-1.36528516313362
"646",170,92,-0.546577206153396
"647",10,93,-0.0779249440554522
"648",39,93,-0.424405764363444
"649",93,93,4.73139597817535
"650",116,93,-1.07632008025699
"651",132,93,-2.15950480090625
"652",171,93,-0.638896538531798
"653",190,93,-0.310459438517123
"654",193,93,-0.043884411544293
"655",2,94,-0.544267107513209
"656",17,94,-0.711821613338042
"657",21,94,-0.322758906660351
"658",41,94,-1.4018105408015
"659",60,94,-0.133295971923234
"660",61,94,-0.0399437577319024
"661",80,94,-0.169504109396981
"662",82,94,-0.167619902823424
"663",86,94,-0.385964098432191
"664",94,94,3.87698600862083
"665",72,95,-0.687741114253652
"666",95,95,4.21680270421117
"667",145,95,-0.0232619474858294
"668",156,95,-0.192501914287682
"669",164,95,-0.747630566566381
"670",177,95,-0.827431170965662
"671",192,95,-1.73823599065196
"672",0,96,-0.0880927234373577
"673",19,96,-0.331801259453027
"674",25,96,-0.0271947433544923
"675",34,96,-9.69757634935932
"676",63,96,-0.155666577374569
"677",96,96,12.1172111560048
"678",108,96,-0.208870458000489
"679",173,96,-1.60800904502553
"680",45,97,-2.79849128589711
"681",51,97,-2.50539245046245
"682",97,97,6.12273342541966
"683",112,97,-0.185846554028576
"684",146,97,-0.633003135031514
"685",12,98,-0.990183612606377
"686",47,98,-1.54065121942029
"687",66,98,-0.565019834165257
"688",98,98,5.87353215000894
"689",136,98,-2.77767748381702
"690",45,99,-2.28139032638688
"691",88,99,-1.25243980934344
"692",99,99,4.83803645549569
"693",112,99,-0.429315306549774
"694",158,99,-0.874891013215599
"695",23,100,-0.691250773248063
"696",28,100,-1.64423418551074
"697",35,100,-0.754874344939749
"698",59,100,-0.151241996476552
"699",85,100,-0.33423248772413
"700",100,100,7.52388676683779
"701",119,100,-3.94805297893856
"702",1,101,-0.0338034452538559
"703",31,101,-1.06936128266421
"704",101,101,5.77168899843251
"705",111,101,-0.177997002517166
"706",124,101,-0.0402175369900605
"707",135,101,-0.917164847369318
"708",165,101,-0.797950301738138
"709",199,101,-1.00091433687386
"710",204,101,-1.12569357915551
"711",205,101,-0.608586665870387
"712",49,102,-0.151108953629523
"713",58,102,-0.183166508631742
"714",102,102,9.8008419947226
"715",109,102,-5.03527124185885
"716",139,102,-0.907793481292998
"717",174,102,-0.455231513389219
"718",179,102,-0.989078862143898
"719",212,102,-1.91419988975365
"720",213,102,-0.164991544022719
"721",29,103,-0.571951437126157
"722",103,103,10.172676860431
"723",144,103,-2.01567404167704
"724",145,103,-0.136142591623843
"725",177,103,-5.87628530757902
"726",201,103,-1.57262348242498
"727",0,104,-0.442207325596427
"728",19,104,-1.03636565827236
"729",71,104,-0.765722916454574
"730",104,104,9.08991365398595
"731",144,104,-0.685211143609349
"732",175,104,-6.16040661005323
"733",15,105,-0.902965581146584
"734",54,105,-0.348306817296388
"735",62,105,-0.0781068795028134
"736",105,105,4.69696605459904
"737",153,105,-1.87583837670229
"738",195,105,-1.34411977589227
"739",198,105,-0.147628624058696
"740",25,106,-2.01306189384029
"741",63,106,-0.297632133109421
"742",106,106,5.10988747304667
"743",122,106,-1.79747056167269
"744",200,106,-0.551388535594826
"745",215,106,-0.450334348829441
"746",8,107,-0.559462523363373
"747",18,107,-0.242893777796842
"748",28,107,-1.33066520460524
"749",107,107,4.17424555699001
"750",119,107,-0.497514859424879
"751",167,107,-1.04472898025851
"752",172,107,-0.0939570242017947
"753",194,107,-0.405023187339377
"754",13,108,-1.95804738337619
"755",19,108,-1.04391671995135
"756",47,108,-0.0396299214763155
"757",64,108,-0.164609725526789
"758",66,108,-0.0190429517432879
"759",96,108,-0.208870458000489
"760",108,108,5.11198818321703
"761",173,108,-1.6778710231426
"762",16,109,-2.79605666518154
"763",49,109,-7.55069626343688
"764",52,109,-0.778339875791694
"765",102,109,-5.03527124185885
"766",109,109,16.217997283175
"767",213,109,-0.0576332369060775
"768",7,110,-0.733708148324315
"769",92,110,-1.01691686806523
"770",110,110,8.8929666299854
"771",150,110,-2.06646030292226
"772",151,110,-0.172583930084715
"773",170,110,-4.90329738058888
"774",30,111,-1.27950128891386
"775",31,111,-1.84013244902727
"776",53,111,-0.633530383576146
"777",101,111,-0.177997002517166
"778",111,111,4.68402892616012
"779",154,111,-0.160773937859665
"780",165,111,-0.592093864266008
"781",45,112,-0.134240598694675
"782",51,112,-0.0912789324738522
"783",80,112,-0.998308323097667
"784",97,112,-0.185846554028576
"785",99,112,-0.429315306549774
"786",112,112,4.0540829476713
"787",141,112,-1.28835100889992
"788",158,112,-0.185579748411393
"789",166,112,-0.0184931664129721
"790",188,112,-0.72266930910247
"791",39,113,-0.849733674296165
"792",57,113,-0.972096369264115
"793",70,113,-1.01334583435036
"794",113,113,8.25095690985012
"795",169,113,-0.699202808707817
"796",176,113,-2.63958194348335
"797",209,113,-2.07699627974832
"798",2,114,-0.522111480086539
"799",41,114,-1.54139846647192
"800",42,114,-0.170929353696426
"801",77,114,-1.00548267272252
"802",78,114,-1.97343041247366
"803",114,114,5.21335238545106
"804",1,115,-1.93355275848454
"805",11,115,-0.804023919912875
"806",115,115,5.05795475385199
"807",128,115,-0.266514250094506
"808",185,115,-0.623978786829752
"809",189,115,-1.42988503853032
"810",10,116,-0.800512924034036
"811",74,116,-0.347108442876762
"812",79,116,-0.469130951138124
"813",81,116,-1.47097302770621
"814",93,116,-1.07632008025699
"815",116,116,4.36916282535626
"816",186,116,-0.132603670289171
"817",193,116,-0.0725137290549702
"818",1,117,-0.213441712915914
"819",22,117,-1.9649472642186
"820",68,117,-1.06424973364236
"821",117,117,6.52323623918252
"822",135,117,-2.77179888304747
"823",185,117,-0.50879864535817
"824",23,118,-2.62711133591812
"825",68,118,-1.26354642515684
"826",85,118,-1.7917049972561
"827",118,118,5.85673628988284
"828",205,118,-0.174373531551782
"829",28,119,-1.12958589881908
"830",59,119,-0.729026311422559
"831",100,119,-3.94805297893856
"832",107,119,-0.497514859424879
"833",119,119,7.18609995251687
"834",167,119,-0.881919903911792
"835",6,120,-0.717918760362048
"836",8,120,-0.478914052745357
"837",20,120,-0.0506217125562328
"838",120,120,4.65208405090156
"839",132,120,-0.104022907188321
"840",152,120,-0.706167178799062
"841",190,120,-1.18735691856433
"842",194,120,-1.40708252068621
"843",20,121,-1.0876569154226
"844",57,121,-3.49526192369903
"845",121,121,16.9599365032176
"846",176,121,-12.3770176640959
"847",12,122,-3.13448586450683
"848",63,122,-0.0257850083058536
"849",106,122,-1.79747056167269
"850",122,122,5.83652177011163
"851",213,122,-0.192317618347349
"852",214,122,-0.655836142946352
"853",215,122,-0.0306265743325545
"854",18,123,-3.48748240474615
"855",22,123,-0.091254424673129
"856",28,123,-0.0785664693451849
"857",35,123,-1.60663715246682
"858",123,123,6.1467013823917
"859",185,123,-0.882760931160418
"860",43,124,-0.382346535114526
"861",56,124,-2.13133821856875
"862",101,124,-0.0402175369900605
"863",124,124,7.86643972363821
"864",198,124,-0.0680345637984492
"865",199,124,-4.17297796536352
"866",204,124,-1.0715249038029
"867",26,125,-0.39233289396146
"868",32,125,-1.36242948026132
"869",125,125,6.888933823721
"870",142,125,-1.20329113064112
"871",174,125,-3.93088031885709
"872",24,126,-0.728233898632616
"873",33,126,-0.461589381459664
"874",126,126,5.29012664721356
"875",134,126,-0.0880115510434745
"876",137,126,-1.92474511518561
"877",140,126,-1.14782544916789
