"","i","j","x"
"878",149,126,-0.567090911843621
"879",162,126,-0.169883446488876
"880",178,126,-0.202746893391815
"881",9,127,-6.55351598218269
"882",15,127,-0.959859412167083
"883",48,127,-4.06250597755247
"884",127,127,12.8426731871781
"885",156,127,-1.12124415076312
"886",195,127,-0.145547664512769
"887",6,128,-0.814155718990548
"888",8,128,-0.0386800984051193
"889",18,128,-0.345449699344759
"890",115,128,-0.266514250094506
"891",128,128,5.48991066744381
"892",146,128,-2.83541524816705
"893",152,128,-0.921379002101046
"894",185,128,-0.191565825116635
"895",189,128,-0.0767508252241398
"896",27,129,-0.518590873712327
"897",65,129,-0.0600666276184238
"898",74,129,-0.350207064244068
"899",129,129,4.32266174403021
"900",130,129,-0.727790838584502
"901",142,129,-1.86803746084767
"902",159,129,-0.125350445747311
"903",186,129,-0.137346453904439
"904",187,129,-0.535271979371474
"905",27,130,-0.7965296654169
"906",70,130,-0.98856752330296
"907",129,130,-0.727790838584502
"908",130,130,5.73759970772975
"909",148,130,-0.381693690784443
"910",180,130,-0.204793250460815
"911",187,130,-2.63822473918013
"912",27,131,-8.24085353954689
"913",84,131,-0.215311442573083
"914",131,131,12.9613152352012
"915",159,131,-2.20108601857401
"916",168,131,-2.3040642345072
"917",20,132,-3.8405206474732
"918",39,132,-0.311747511910824
"919",93,132,-2.15950480090625
"920",120,132,-0.104022907188321
"921",132,132,6.7984287863165
"922",190,132,-0.382632918837911
"923",49,133,-0.197421351597656
"924",50,133,-1.68687648766554
"925",133,133,4.9390422452811
"926",140,133,-0.879818547415019
"927",151,133,-0.272674253651114
"928",162,133,-0.0186297959251551
"929",196,133,-1.88362180902662
"930",58,134,-2.42088647930063
"931",126,134,-0.0880115510434745
"932",134,134,7.89018495997685
"933",161,134,-0.765061461584018
"934",162,134,-4.599606774924
"935",178,134,-0.0166186931247321
"936",1,135,-0.213455335406348
"937",68,135,-1.88648639154948
"938",101,135,-0.917164847369318
"939",117,135,-2.77179888304747
"940",135,135,7.11275485381252
"941",205,135,-1.3238493964399
"942",12,136,-0.139757155026428
"943",55,136,-3.02332310261107
"944",66,136,-0.462682292464254
"945",98,136,-2.77767748381702
"946",136,136,7.36704105654579
"947",157,136,-0.432062405226716
"948",213,136,-0.531538617400304
"949",3,137,-2.71939511141955
"950",24,137,-0.911621542213796
"951",126,137,-1.92474511518561
"952",137,137,6.13222665038523
"953",140,137,-0.25241559837517
"954",151,137,-0.324049283191109
"955",5,138,-0.516669002135754
"956",38,138,-0.296010794702432
"957",61,138,-0.180806735225226
"958",62,138,-0.345786119117153
"959",72,138,-0.0536891127497153
"960",87,138,-1.98276260244877
"961",91,138,-0.00214080010836237
"962",138,138,4.67172623669758
"963",182,138,-1.29386107021016
"964",49,139,-2.45018464201704
"965",58,139,-0.0701233413209192
"966",102,139,-0.907793481292998
"967",139,139,24.2321726275606
"968",162,139,-0.0683598252172192
"969",196,139,-20.7357113377124
"970",126,140,-1.14782544916789
"971",133,140,-0.879818547415019
"972",137,140,-0.25241559837517
"973",140,140,4.75333058697898
"974",151,140,-0.303601099257456
"975",162,140,-2.16966989276345
"976",11,141,-0.646485215714202
"977",31,141,-0.0282149245129301
"978",44,141,-1.66692523979918
"979",51,141,-1.55496142652871
"980",112,141,-1.28835100889992
"981",141,141,5.57496740105066
"982",188,141,-0.332034296337628
"983",189,141,-0.0579952892580876
"984",32,142,-0.755746016694575
"985",58,142,-0.0331245046219618
"986",65,142,-0.872243352222847
"987",125,142,-1.20329113064112
"988",129,142,-1.86803746084767
"989",142,142,4.89469132913097
"990",159,142,-0.112508328808158
"991",174,142,-0.0497405352946366
"992",36,143,-0.958752069477165
"993",74,143,-0.11558582612021
"994",79,143,-5.12021918770351
"995",143,143,8.46521436201255
"996",161,143,-0.477214630461339
"997",191,143,-1.79344264825033
"998",0,144,-2.79885706651632
"999",29,144,-0.64573076518642
"1000",69,144,-0.218358411524809
"1001",103,144,-2.01567404167704
"1002",104,144,-0.685211143609349
"1003",144,144,7.86482194022218
"1004",175,144,-1.32789983617332
"1005",201,144,-0.173090675534925
"1006",29,145,-0.925264525991271
"1007",46,145,-0.758926521973081
"1008",95,145,-0.0232619474858294
"1009",103,145,-0.136142591623843
"1010",145,145,4.24398842239427
"1011",164,145,-0.898450694460297
"1012",177,145,-1.11690139293019
"1013",184,145,-0.385040747929748
"1014",45,146,-0.304760959468056
"1015",51,146,-0.25180039974994
"1016",97,146,-0.633003135031514
"1017",128,146,-2.83541524816705
"1018",146,146,5.66345944162402
"1019",152,146,-1.11309590528841
"1020",189,146,-0.525383793919043
"1021",2,147,-0.912334561980573
"1022",78,147,-0.650742995749887
"1023",147,147,4.85501530767135
"1024",149,147,-0.480900342713527
"1025",158,147,-0.186287417172634
"1026",178,147,-2.47307454943231
"1027",197,147,-0.151675440622422
"1028",10,148,-0.0996693212101967
"1029",70,148,-1.87817905107499
"1030",130,148,-0.381693690784443
"1031",148,148,4.63403450571503
"1032",169,148,-0.510146768363895
"1033",171,148,-0.622831413029957
"1034",180,148,-1.14151426125155
"1035",33,149,-3.44129751709225
"1036",42,149,-0.0376520935273067
"1037",78,149,-1.14332324087129
"1038",126,149,-0.567090911843621
"1039",147,149,-0.480900342713527
"1040",149,149,6.07217879754075
"1041",178,149,-0.401914691492752
"1042",3,150,-0.254315604826887
"1043",7,150,-2.78066542586652
"1044",42,150,-0.0265467521951044
"1045",89,150,-2.06895727610134
"1046",110,150,-2.06646030292226
"1047",150,150,7.66760262238623
"1048",151,150,-0.470657260474118
"1049",3,151,-0.823998697024761
"1050",50,151,-0.911377958981
"1051",52,151,-0.495827760831516
"1052",110,151,-0.172583930084715
"1053",133,151,-0.272674253651114
"1054",137,151,-0.324049283191109
"1055",140,151,-0.303601099257456
"1056",150,151,-0.470657260474118
"1057",151,151,4.02481724932504
"1058",170,151,-0.250047005829248
"1059",6,152,-1.64701307175321
"1060",45,152,-0.102441368892235
"1061",120,152,-0.706167178799062
"1062",128,152,-0.921379002101046
"1063",146,152,-1.11309590528841
"1064",152,152,4.89464123097629
"1065",190,152,-0.404544704142319
"1066",43,153,-0.142636212667064
"1067",62,153,-0.960007013859386
"1068",105,153,-1.87583837670229
"1069",153,153,6.89988420490456
"1070",183,153,-3.7890199418241
"1071",198,153,-0.132382659851722
"1072",4,154,-3.3378235506864
"1073",30,154,-0.115716992956057
"1074",43,154,-0.490657127431278
"1075",111,154,-0.160773937859665
"1076",154,154,6.17108426696272
"1077",165,154,-1.79002600335737
"1078",183,154,-0.0237267144223214
"1079",199,154,-0.252359940249634
"1080",14,155,-0.379883597676216
"1081",37,155,-23.7818673009405
"1082",155,155,27.2750764721231
"1083",181,155,-2.89819523336692
"1084",212,155,-0.215130340139419
"1085",9,156,-0.732154981640515
"1086",15,156,-0.414744869868572
"1087",72,156,-0.723266760015674
"1088",91,156,-1.09178003847154
"1089",95,156,-0.192501914287682
"1090",127,156,-1.12124415076312
"1091",156,156,4.41355382996311
"1092",192,156,-0.137861114916008
"1093",16,157,-3.35710481390164
"1094",52,157,-0.349247323201731
"1095",55,157,-4.89287158887839
"1096",64,157,-0.14826038525577
"1097",66,157,-0.340294145161641
"1098",136,157,-0.432062405226716
"1099",157,157,9.56714217171289
"1100",170,157,-0.0473015100870065
"1101",2,158,-0.698209414639291
"1102",80,158,-2.85463912008062
"1103",88,158,-0.301179455853708
"1104",99,158,-0.874891013215599
"1105",112,158,-0.185579748411393
"1106",147,158,-0.186287417172634
"1107",158,158,5.36485352833153
"1108",197,158,-0.264067358958276
"1109",14,159,-1.24232702311181
"1110",27,159,-2.48664861546202
"1111",32,159,-0.136559836596446
"1112",129,159,-0.125350445747311
"1113",131,159,-2.20108601857401
"1114",142,159,-0.112508328808158
"1115",159,159,6.57895993313524
"1116",168,159,-0.274479664835481
"1117",14,160,-0.528706340155707
"1118",26,160,-0.496751325791767
"1119",32,160,-0.825698872717697
"1120",37,160,-1.32137990962617
"1121",160,160,4.26396549403834
"1122",179,160,-1.091429045747
"1123",58,161,-0.0255474055035882
"1124",73,161,-1.31112316279264
"1125",79,161,-0.190142826993268
"1126",81,161,-0.42767655628373
"1127",134,161,-0.765061461584018
"1128",143,161,-0.477214630461339
"1129",161,161,4.24506669488297
"1130",178,161,-0.943987429246251
"1131",191,161,-0.104313222018139
"1132",58,162,-1.31267028322034
"1133",126,162,-0.169883446488876
"1134",133,162,-0.0186297959251551
"1135",134,162,-4.599606774924
"1136",139,162,-0.0683598252172192
"1137",140,162,-2.16966989276345
"1138",162,162,8.54229610079254
"1139",196,162,-0.203476082253497
"1140",13,163,-0.550445462094333
"1141",64,163,-2.56171889814884
"1142",92,163,-1.36528516313362
"1143",163,163,5.80806830016206
"1144",170,163,-1.33061877678526
"1145",38,164,-0.433803352390405
"1146",72,164,-0.378051550432138
"1147",95,164,-0.747630566566381
"1148",145,164,-0.898450694460297
"1149",164,164,5.40224262158311
"1150",184,164,-2.94430645773388
"1151",101,165,-0.797950301738138
"1152",111,165,-0.592093864266008
"1153",154,165,-1.79002600335737
"1154",165,165,4.9916298663264
"1155",199,165,-1.81155969696488
"1156",17,166,-1.92012164359869
"1157",80,166,-0.0646329941589031
"1158",86,166,-0.921026399800492
"1159",112,166,-0.0184931664129721
"1160",166,166,32.0817082590724
"1161",188,166,-29.1574340551013
"1162",59,167,-1.64468700392112
"1163",107,167,-1.04472898025851
"1164",119,167,-0.881919903911792
"1165",167,167,4.45975750384647
"1166",172,167,-0.888421615755048
"1167",14,168,-0.184006467968936
"1168",84,168,-3.30660738049383
"1169",90,168,-0.62464802381269
"1170",131,168,-2.3040642345072
"1171",159,168,-0.274479664835481
"1172",168,168,6.69380577161814
"1173",39,169,-1.03287854349924
"1174",70,169,-3.19060717033695
"1175",113,169,-0.699202808707817
"1176",148,169,-0.510146768363895
"1177",169,169,5.74246615554594
"1178",171,169,-0.309630864638034
"1179",52,170,-0.0930493885091296
"1180",64,170,-1.5274861344561
"1181",92,170,-0.546577206153396
"1182",110,170,-4.90329738058888
"1183",151,170,-0.250047005829248
"1184",157,170,-0.0473015100870065
"1185",163,170,-1.33061877678526
"1186",170,170,8.69837740240902
"1187",10,171,-4.80874942152276
"1188",39,171,-0.490277164217906
"1189",93,171,-0.638896538531798
"1190",148,171,-0.622831413029957
"1191",169,171,-0.309630864638034
"1192",171,171,6.87038540194045
"1193",57,172,-1.41895733378944
"1194",59,172,-0.489170800552784
"1195",107,172,-0.0939570242017947
"1196",167,172,-0.888421615755048
"1197",172,172,4.80462205369969
"1198",194,172,-1.91411527940062
"1199",47,173,-0.122173450321472
"1200",63,173,-2.20397262236298
"1201",96,173,-1.60800904502553
"1202",108,173,-1.6778710231426
"1203",173,173,5.61202614085258
"1204",26,174,-1.03153228528607
"1205",58,174,-0.672634038963356
"1206",102,174,-0.455231513389219
"1207",125,174,-3.93088031885709
"1208",142,174,-0.0497405352946366
"1209",174,174,7.26710080280792
"1210",179,174,-1.12708211101755
"1211",69,175,-0.125617520063296
"1212",71,175,-0.995313012392528
"1213",104,175,-6.16040661005323
"1214",144,175,-1.32789983617332
"1215",175,175,8.60923697868238
"1216",20,176,-0.928388558730086
"1217",39,176,-0.39534119244579
"1218",57,176,-0.941914070972448
"1219",113,176,-2.63958194348335
"1220",121,176,-12.3770176640959
"1221",176,176,17.2822434297276
"1222",95,177,-0.827431170965662
"1223",103,177,-5.87628530757902
"1224",145,177,-1.11690139293019
"1225",177,177,8.24240654051846
"1226",192,177,-0.371542979542538
"1227",201,177,-0.0502456895010417
"1228",73,178,-1.29182741957937
"1229",126,178,-0.202746893391815
"1230",134,178,-0.0166186931247321
"1231",147,178,-2.47307454943231
"1232",149,178,-0.401914691492752
"1233",161,178,-0.943987429246251
"1234",178,178,5.42643186960488
"1235",197,178,-0.0962621933376531
"1236",26,179,-2.73057886476076
"1237",37,179,-1.95879748960026
"1238",102,179,-0.989078862143898
"1239",160,179,-1.091429045747
"1240",174,179,-1.12708211101755
"1241",179,179,7.93191743091801
"1242",212,179,-0.0349510576485421
"1243",10,180,-1.25858719278121
"1244",130,180,-0.204793250460815
"1245",148,180,-1.14151426125155
"1246",180,180,4.38388795415704
"1247",186,180,-1.19123629694715
"1248",187,180,-0.587756952716311
"1249",14,181,-0.623591285057607
"1250",90,181,-3.17398313937493
"1251",155,181,-2.89819523336692
"1252",181,181,7.0107666116467
"1253",212,181,-0.314996953847242
"1254",5,182,-1.99004627116315
"1255",53,182,-0.207344324169399
"1256",61,182,-0.918929422540729
"1257",86,182,-0.432802424842757
"1258",138,182,-1.29386107021016
"1259",182,182,4.8429835129262
"1260",4,183,-0.191883009784873
"1261",43,183,-1.50703270885082
"1262",62,183,-1.04290030289984
"1263",153,183,-3.7890199418241
"1264",154,183,-0.0237267144223214
"1265",183,183,6.55456267778195
"1266",38,184,-1.87126201549463
"1267",46,184,-1.01372137612347
"1268",145,184,-0.385040747929748
"1269",164,184,-2.94430645773388
"1270",184,184,6.21433059728173
"1271",1,185,-0.750107654134377
"1272",18,185,-0.785332475395091
"1273",22,185,-0.606501139223971
"1274",115,185,-0.623978786829752
"1275",117,185,-0.50879864535817
"1276",123,185,-0.882760931160418
"1277",128,185,-0.191565825116635
"1278",185,185,4.34904545721841
"1279",10,186,-0.188495079896475
"1280",74,186,-1.69893933068352
"1281",116,186,-0.132603670289171
"1282",129,186,-0.137346453904439
"1283",180,186,-1.19123629694715
"1284",186,186,4.91850318979517
"1285",187,186,-1.56988235807441
"1286",129,187,-0.535271979371474
"1287",130,187,-2.63822473918013
"1288",180,187,-0.587756952716311
"1289",186,187,-1.56988235807441
"1290",187,187,5.33113602934232
"1291",31,188,-0.336525675989798
"1292",53,188,-0.476241448152261
"1293",86,188,-0.129708173411259
"1294",112,188,-0.72266930910247
"1295",141,188,-0.332034296337628
"1296",166,188,-29.1574340551013
"1297",188,188,31.1546129580947
"1298",11,189,-0.00302834274029223
"1299",44,189,-2.15970689032665
"1300",51,189,-0.841791509297681
"1301",115,189,-1.42988503853032
"1302",128,189,-0.0767508252241398
"1303",141,189,-0.0579952892580876
"1304",146,189,-0.525383793919043
"1305",189,189,5.09454168929621
"1306",45,190,-0.00363042703109467
"1307",88,190,-0.303202280538353
"1308",93,190,-0.310459438517123
"1309",120,190,-1.18735691856433
"1310",132,190,-0.382632918837911
"1311",152,190,-0.404544704142319
"1312",190,190,5.26105253919213
"1313",193,190,-2.66675089630086
"1314",197,190,-0.00247495526014252
"1315",36,191,-4.72032424042398
"1316",58,191,-1.0022262211399
"1317",65,191,-2.05268510456039
"1318",143,191,-1.79344264825033
"1319",161,191,-0.104313222018139
"1320",191,191,9.67299143639274
"1321",9,192,-0.00591845456593648
"1322",48,192,-1.98530853741972
"1323",95,192,-1.73823599065196
"1324",156,192,-0.137861114916008
"1325",177,192,-0.371542979542538
"1326",192,192,5.40028671036567
"1327",201,192,-1.16141963326951
"1328",73,193,-0.524345022807497
"1329",81,193,-0.161937816577562
"1330",93,193,-0.043884411544293
"1331",116,193,-0.0725137290549702
"1332",190,193,-2.66675089630086
"1333",193,193,6.52312050466781
"1334",197,193,-3.05368862838263
"1335",8,194,-1.04891838773144
"1336",20,194,-0.185343053453257
"1337",57,194,-0.0346806945792061
"1338",107,194,-0.405023187339377
"1339",120,194,-1.40708252068621
"1340",172,194,-1.91411527940062
"1341",194,194,4.99516312319011
"1342",15,195,-0.261364436534208
"1343",48,195,-0.349923145279807
"1344",54,195,-1.56187676863658
"1345",83,195,-1.92257315288493
"1346",105,195,-1.34411977589227
"1347",127,195,-0.145547664512769
"1348",195,195,5.58540494374056
"1349",49,196,-1.37139786307972
"1350",133,196,-1.88362180902662
"1351",139,196,-20.7357113377124
"1352",162,196,-0.203476082253497
"1353",196,196,24.1942070920722
"1354",73,197,-0.0169898114478262
"1355",88,197,-24.096241631761
"1356",147,197,-0.151675440622422
"1357",158,197,-0.264067358958276
"1358",178,197,-0.0962621933376531
"1359",190,197,-0.00247495526014252
"1360",193,197,-3.05368862838263
"1361",197,197,27.68140001977
"1362",43,198,-0.487427542764602
"1363",54,198,-0.908248844739325
"1364",56,198,-8.04098148408043
"1365",105,198,-0.147628624058696
"1366",124,198,-0.0680345637984492
"1367",153,198,-0.132382659851722
"1368",198,198,10.4458660277588
"1369",204,198,-0.661162308465603
"1370",43,199,-0.438038228835017
"1371",101,199,-1.00091433687386
"1372",124,199,-4.17297796536352
"1373",154,199,-0.252359940249634
"1374",165,199,-1.81155969696488
"1375",199,199,7.67585016828692
"1376",0,200,-0.893033552013808
"1377",25,200,-0.599595630137158
"1378",34,200,-0.364607462080505
"1379",106,200,-0.551388535594826
"1380",200,200,3.07977949955589
"1381",201,200,0.425526853962972
"1382",215,200,-1.09668117369256
"1383",0,201,-0.159112225651379
"1384",48,201,-0.107414387163848
"1385",103,201,-1.57262348242498
"1386",144,201,-0.173090675534925
"1387",177,201,-0.0502456895010417
"1388",192,201,-1.16141963326951
"1389",200,201,0.425526853962972
"1390",201,201,2.84481870143489
"1391",202,201,-0.0464394618521802
"1392",48,202,-0.144633270690185
"1393",83,202,-1.02723696910255
"1394",201,202,-0.0464394618521802
"1395",202,202,2.42541648283144
"1396",203,202,-1.20710678118652
"1397",54,203,-0.190708494883694
"1398",83,203,-0.561944799804766
"1399",202,203,-1.20710678118652
"1400",203,203,2.17366228371061
"1401",204,203,-0.213902207835625
"1402",54,204,-0.105930181812689
"1403",101,204,-1.12569357915551
"1404",124,204,-1.0715249038029
"1405",198,204,-0.661162308465603
"1406",203,204,-0.213902207835625
"1407",204,204,2.70084065180881
"1408",205,204,0.477372529263523
"1409",68,205,-0.156704547517324
"1410",85,205,-0.235326053952742
"1411",101,205,-0.608586665870387
"1412",118,205,-0.174373531551782
"1413",135,205,-1.3238493964399
"1414",204,205,0.477372529263523
"1415",205,205,2.32582444630266
"1416",206,205,-0.304356780234041
"1417",85,206,-0.643593831036955
"1418",205,206,-0.304356780234041
"1419",206,206,2.15505739245753
"1420",207,206,-1.20710678118653
"1421",85,207,-0.617375985403176
"1422",206,207,-1.20710678118653
"1423",207,207,2.14598810168073
"1424",208,207,-0.321505335091021
"1425",57,208,-0.933381622821192
"1426",59,208,-1.6617396121514
"1427",85,208,-0.517690551658844
"1428",207,208,-0.321505335091021
"1429",208,208,2.86467318151806
"1430",209,208,0.569643940204396
"1431",57,209,-0.125506921318215
"1432",70,209,-0.039774352183984
"1433",84,209,-0.78530522764506
"1434",113,209,-2.07699627974832
"1435",208,209,0.569643940204396
"1436",209,209,2.90005712484608
"1437",210,209,-0.442118284154897
"1438",84,210,-0.724797503711615
"1439",209,210,-0.442118284154897
"1440",210,210,1.65302715911497
"1441",211,210,-0.486111371248455
"1442",84,211,-0.140485638480053
"1443",90,211,-0.509419434080259
"1444",210,211,-0.486111371248455
"1445",211,211,1.60904682331552
"1446",212,211,-0.47303037950675
"1447",37,212,-0.432283787040338
"1448",90,212,-0.309491272437856
"1449",102,212,-1.91419988975365
"1450",155,212,-0.215130340139419
"1451",179,212,-0.0349510576485421
"1452",181,212,-0.314996953847242
"1453",211,212,-0.47303037950675
"1454",212,212,3.05782740692446
"1455",213,212,0.636256273449332
"1456",12,213,-0.551860677816687
"1457",16,213,-1.31283757773161
"1458",55,213,-0.326930174027596
"1459",102,213,-0.164991544022719
"1460",109,213,-0.0576332369060775
"1461",122,213,-0.192317618347349
"1462",136,213,-0.531538617400304
"1463",212,213,0.636256273449332
"1464",213,213,3.07600246553021
"1465",214,213,-0.5741492927272
"1466",122,214,-0.655836142946352
"1467",213,214,-0.5741492927272
"1468",214,214,1.68475533360559
"1469",215,214,-0.454769897932041
"1470",106,215,-0.450334348829441
"1471",122,215,-0.0306265743325545
"1472",200,215,-1.09668117369256
"1473",214,215,-0.454769897932041
"1474",215,215,2.0324119947866
